Image_id,Expected
img0.jpg,nelson_muntz
img1.jpg,bart_simpson
img10.jpg,ned_flanders
img100.jpg,chief_wiggum
img101.jpg,apu_nahasapeemapetilon
img102.jpg,kent_brockman
img103.jpg,edna_krabappel
img104.jpg,chief_wiggum
img105.jpg,lisa_simpson
img106.jpg,apu_nahasapeemapetilon
img107.jpg,lenny_leonard
img108.jpg,marge_simpson
img109.jpg,kent_brockman
img11.jpg,ned_flanders
img110.jpg,moe_szyslak
img111.jpg,principal_skinner
img112.jpg,charles_montgomery_burns
img113.jpg,ned_flanders
img114.jpg,kent_brockman
img115.jpg,abraham_grampa_simpson
img116.jpg,marge_simpson
img117.jpg,nelson_muntz
img118.jpg,comic_book_guy
img119.jpg,mayor_quimby
img12.jpg,homer_simpson
img120.jpg,apu_nahasapeemapetilon
img121.jpg,krusty_the_clown
img122.jpg,krusty_the_clown
img123.jpg,ned_flanders
img124.jpg,edna_krabappel
img125.jpg,apu_nahasapeemapetilon
img126.jpg,chief_wiggum
img127.jpg,apu_nahasapeemapetilon
img128.jpg,ned_flanders
img129.jpg,homer_simpson
img13.jpg,abraham_grampa_simpson
img130.jpg,homer_simpson
img131.jpg,sideshow_bob
img132.jpg,lisa_simpson
img133.jpg,charles_montgomery_burns
img134.jpg,chief_wiggum
img135.jpg,kent_brockman
img136.jpg,abraham_grampa_simpson
img137.jpg,moe_szyslak
img138.jpg,principal_skinner
img139.jpg,homer_simpson
img14.jpg,nelson_muntz
img140.jpg,charles_montgomery_burns
img141.jpg,chief_wiggum
img142.jpg,nelson_muntz
img143.jpg,charles_montgomery_burns
img144.jpg,bart_simpson
img145.jpg,apu_nahasapeemapetilon
img146.jpg,mayor_quimby
img147.jpg,lisa_simpson
img148.jpg,edna_krabappel
img149.jpg,principal_skinner
img15.jpg,charles_montgomery_burns
img150.jpg,homer_simpson
img151.jpg,chief_wiggum
img152.jpg,moe_szyslak
img153.jpg,charles_montgomery_burns
img154.jpg,milhouse_van_houten
img155.jpg,apu_nahasapeemapetilon
img156.jpg,lenny_leonard
img157.jpg,apu_nahasapeemapetilon
img158.jpg,comic_book_guy
img159.jpg,kent_brockman
img16.jpg,chief_wiggum
img160.jpg,sideshow_bob
img161.jpg,ned_flanders
img162.jpg,ned_flanders
img163.jpg,comic_book_guy
img164.jpg,charles_montgomery_burns
img165.jpg,edna_krabappel
img166.jpg,lisa_simpson
img167.jpg,kent_brockman
img168.jpg,ned_flanders
img169.jpg,krusty_the_clown
img17.jpg,milhouse_van_houten
img170.jpg,chief_wiggum
img171.jpg,mayor_quimby
img172.jpg,ned_flanders
img173.jpg,krusty_the_clown
img174.jpg,sideshow_bob
img175.jpg,ned_flanders
img176.jpg,chief_wiggum
img177.jpg,principal_skinner
img178.jpg,homer_simpson
img179.jpg,krusty_the_clown
img18.jpg,homer_simpson
img180.jpg,krusty_the_clown
img181.jpg,lisa_simpson
img182.jpg,krusty_the_clown
img183.jpg,mayor_quimby
img184.jpg,lisa_simpson
img185.jpg,charles_montgomery_burns
img186.jpg,moe_szyslak
img187.jpg,marge_simpson
img188.jpg,lisa_simpson
img189.jpg,kent_brockman
img19.jpg,apu_nahasapeemapetilon
img190.jpg,chief_wiggum
img191.jpg,kent_brockman
img192.jpg,marge_simpson
img193.jpg,bart_simpson
img194.jpg,apu_nahasapeemapetilon
img195.jpg,charles_montgomery_burns
img196.jpg,marge_simpson
img197.jpg,apu_nahasapeemapetilon
img198.jpg,moe_szyslak
img199.jpg,apu_nahasapeemapetilon
img2.jpg,mayor_quimby
img20.jpg,marge_simpson
img200.jpg,edna_krabappel
img201.jpg,homer_simpson
img202.jpg,krusty_the_clown
img203.jpg,abraham_grampa_simpson
img204.jpg,lisa_simpson
img205.jpg,edna_krabappel
img206.jpg,milhouse_van_houten
img207.jpg,moe_szyslak
img208.jpg,ned_flanders
img209.jpg,moe_szyslak
img21.jpg,moe_szyslak
img210.jpg,nelson_muntz
img211.jpg,principal_skinner
img212.jpg,bart_simpson
img213.jpg,sideshow_bob
img214.jpg,milhouse_van_houten
img215.jpg,apu_nahasapeemapetilon
img216.jpg,mayor_quimby
img217.jpg,charles_montgomery_burns
img218.jpg,moe_szyslak
img219.jpg,kent_brockman
img22.jpg,moe_szyslak
img220.jpg,homer_simpson
img221.jpg,marge_simpson
img222.jpg,milhouse_van_houten
img223.jpg,apu_nahasapeemapetilon
img224.jpg,abraham_grampa_simpson
img225.jpg,charles_montgomery_burns
img226.jpg,barney_gumble
img227.jpg,bart_simpson
img228.jpg,homer_simpson
img229.jpg,lisa_simpson
img23.jpg,chief_wiggum
img230.jpg,moe_szyslak
img231.jpg,sideshow_bob
img232.jpg,apu_nahasapeemapetilon
img233.jpg,edna_krabappel
img234.jpg,krusty_the_clown
img235.jpg,kent_brockman
img236.jpg,homer_simpson
img237.jpg,charles_montgomery_burns
img238.jpg,homer_simpson
img239.jpg,homer_simpson
img24.jpg,chief_wiggum
img240.jpg,nelson_muntz
img241.jpg,ned_flanders
img242.jpg,homer_simpson
img243.jpg,nelson_muntz
img244.jpg,marge_simpson
img245.jpg,kent_brockman
img246.jpg,homer_simpson
img247.jpg,charles_montgomery_burns
img248.jpg,homer_simpson
img249.jpg,krusty_the_clown
img25.jpg,apu_nahasapeemapetilon
img250.jpg,comic_book_guy
img251.jpg,mayor_quimby
img252.jpg,bart_simpson
img253.jpg,apu_nahasapeemapetilon
img254.jpg,homer_simpson
img255.jpg,bart_simpson
img256.jpg,apu_nahasapeemapetilon
img257.jpg,krusty_the_clown
img258.jpg,moe_szyslak
img259.jpg,lisa_simpson
img26.jpg,homer_simpson
img260.jpg,krusty_the_clown
img261.jpg,bart_simpson
img262.jpg,homer_simpson
img263.jpg,krusty_the_clown
img264.jpg,principal_skinner
img265.jpg,ned_flanders
img266.jpg,homer_simpson
img267.jpg,homer_simpson
img268.jpg,bart_simpson
img269.jpg,chief_wiggum
img27.jpg,principal_skinner
img270.jpg,krusty_the_clown
img271.jpg,apu_nahasapeemapetilon
img272.jpg,nelson_muntz
img273.jpg,homer_simpson
img274.jpg,mayor_quimby
img275.jpg,homer_simpson
img276.jpg,principal_skinner
img277.jpg,chief_wiggum
img278.jpg,bart_simpson
img279.jpg,homer_simpson
img28.jpg,homer_simpson
img280.jpg,moe_szyslak
img281.jpg,abraham_grampa_simpson
img282.jpg,ned_flanders
img283.jpg,chief_wiggum
img284.jpg,lenny_leonard
img285.jpg,ned_flanders
img286.jpg,kent_brockman
img287.jpg,marge_simpson
img288.jpg,marge_simpson
img289.jpg,kent_brockman
img29.jpg,moe_szyslak
img290.jpg,charles_montgomery_burns
img291.jpg,principal_skinner
img292.jpg,apu_nahasapeemapetilon
img293.jpg,homer_simpson
img294.jpg,moe_szyslak
img295.jpg,lisa_simpson
img296.jpg,apu_nahasapeemapetilon
img297.jpg,principal_skinner
img298.jpg,moe_szyslak
img299.jpg,krusty_the_clown
img3.jpg,nelson_muntz
img30.jpg,krusty_the_clown
img300.jpg,milhouse_van_houten
img301.jpg,apu_nahasapeemapetilon
img302.jpg,bart_simpson
img303.jpg,krusty_the_clown
img304.jpg,ned_flanders
img305.jpg,ned_flanders
img306.jpg,marge_simpson
img307.jpg,chief_wiggum
img308.jpg,sideshow_bob
img309.jpg,homer_simpson
img31.jpg,comic_book_guy
img310.jpg,edna_krabappel
img311.jpg,lisa_simpson
img312.jpg,kent_brockman
img313.jpg,milhouse_van_houten
img314.jpg,apu_nahasapeemapetilon
img315.jpg,abraham_grampa_simpson
img316.jpg,apu_nahasapeemapetilon
img317.jpg,ned_flanders
img318.jpg,abraham_grampa_simpson
img319.jpg,abraham_grampa_simpson
img32.jpg,charles_montgomery_burns
img320.jpg,nelson_muntz
img321.jpg,charles_montgomery_burns
img322.jpg,nelson_muntz
img323.jpg,moe_szyslak
img324.jpg,nelson_muntz
img325.jpg,moe_szyslak
img326.jpg,moe_szyslak
img327.jpg,charles_montgomery_burns
img328.jpg,edna_krabappel
img329.jpg,ned_flanders
img33.jpg,marge_simpson
img330.jpg,apu_nahasapeemapetilon
img331.jpg,milhouse_van_houten
img332.jpg,moe_szyslak
img333.jpg,moe_szyslak
img334.jpg,lisa_simpson
img335.jpg,principal_skinner
img336.jpg,marge_simpson
img337.jpg,krusty_the_clown
img338.jpg,ned_flanders
img339.jpg,principal_skinner
img34.jpg,edna_krabappel
img340.jpg,marge_simpson
img341.jpg,bart_simpson
img342.jpg,homer_simpson
img343.jpg,kent_brockman
img344.jpg,mayor_quimby
img345.jpg,principal_skinner
img346.jpg,lenny_leonard
img347.jpg,chief_wiggum
img348.jpg,charles_montgomery_burns
img349.jpg,sideshow_bob
img35.jpg,principal_skinner
img350.jpg,principal_skinner
img351.jpg,homer_simpson
img352.jpg,krusty_the_clown
img353.jpg,homer_simpson
img354.jpg,principal_skinner
img355.jpg,principal_skinner
img356.jpg,homer_simpson
img357.jpg,edna_krabappel
img358.jpg,charles_montgomery_burns
img359.jpg,krusty_the_clown
img36.jpg,chief_wiggum
img360.jpg,moe_szyslak
img361.jpg,lenny_leonard
img362.jpg,ned_flanders
img363.jpg,chief_wiggum
img364.jpg,apu_nahasapeemapetilon
img365.jpg,lisa_simpson
img366.jpg,lenny_leonard
img367.jpg,sideshow_bob
img368.jpg,apu_nahasapeemapetilon
img369.jpg,homer_simpson
img37.jpg,homer_simpson
img370.jpg,principal_skinner
img371.jpg,nelson_muntz
img372.jpg,ned_flanders
img373.jpg,ned_flanders
img374.jpg,kent_brockman
img375.jpg,abraham_grampa_simpson
img376.jpg,nelson_muntz
img377.jpg,ned_flanders
img378.jpg,kent_brockman
img379.jpg,bart_simpson
img38.jpg,moe_szyslak
img380.jpg,maggie_simpson
img381.jpg,principal_skinner
img382.jpg,lisa_simpson
img383.jpg,principal_skinner
img384.jpg,sideshow_bob
img385.jpg,bart_simpson
img386.jpg,principal_skinner
img387.jpg,lisa_simpson
img388.jpg,apu_nahasapeemapetilon
img389.jpg,principal_skinner
img39.jpg,moe_szyslak
img390.jpg,homer_simpson
img391.jpg,apu_nahasapeemapetilon
img392.jpg,principal_skinner
img393.jpg,homer_simpson
img394.jpg,lenny_leonard
img395.jpg,milhouse_van_houten
img396.jpg,ned_flanders
img397.jpg,edna_krabappel
img398.jpg,comic_book_guy
img399.jpg,bart_simpson
img4.jpg,lisa_simpson
img40.jpg,moe_szyslak
img400.jpg,abraham_grampa_simpson
img401.jpg,chief_wiggum
img402.jpg,krusty_the_clown
img403.jpg,chief_wiggum
img404.jpg,moe_szyslak
img405.jpg,principal_skinner
img406.jpg,edna_krabappel
img407.jpg,krusty_the_clown
img408.jpg,principal_skinner
img409.jpg,kent_brockman
img41.jpg,principal_skinner
img410.jpg,principal_skinner
img411.jpg,kent_brockman
img412.jpg,chief_wiggum
img413.jpg,nelson_muntz
img414.jpg,marge_simpson
img415.jpg,sideshow_bob
img416.jpg,lenny_leonard
img417.jpg,ned_flanders
img418.jpg,bart_simpson
img419.jpg,ned_flanders
img42.jpg,comic_book_guy
img420.jpg,principal_skinner
img421.jpg,bart_simpson
img422.jpg,milhouse_van_houten
img423.jpg,lenny_leonard
img424.jpg,lisa_simpson
img425.jpg,abraham_grampa_simpson
img426.jpg,homer_simpson
img427.jpg,mayor_quimby
img428.jpg,marge_simpson
img429.jpg,kent_brockman
img43.jpg,principal_skinner
img430.jpg,homer_simpson
img431.jpg,krusty_the_clown
img432.jpg,krusty_the_clown
img433.jpg,milhouse_van_houten
img434.jpg,milhouse_van_houten
img435.jpg,ned_flanders
img436.jpg,lisa_simpson
img437.jpg,moe_szyslak
img438.jpg,krusty_the_clown
img439.jpg,apu_nahasapeemapetilon
img44.jpg,abraham_grampa_simpson
img440.jpg,mayor_quimby
img441.jpg,marge_simpson
img442.jpg,comic_book_guy
img443.jpg,apu_nahasapeemapetilon
img444.jpg,carl_carlson
img445.jpg,principal_skinner
img446.jpg,krusty_the_clown
img447.jpg,sideshow_bob
img448.jpg,mayor_quimby
img449.jpg,sideshow_bob
img45.jpg,principal_skinner
img450.jpg,sideshow_bob
img451.jpg,homer_simpson
img452.jpg,abraham_grampa_simpson
img453.jpg,comic_book_guy
img454.jpg,lenny_leonard
img455.jpg,ned_flanders
img456.jpg,homer_simpson
img457.jpg,ned_flanders
img458.jpg,charles_montgomery_burns
img459.jpg,ned_flanders
img46.jpg,krusty_the_clown
img460.jpg,ned_flanders
img461.jpg,principal_skinner
img462.jpg,principal_skinner
img463.jpg,homer_simpson
img464.jpg,homer_simpson
img465.jpg,ned_flanders
img466.jpg,milhouse_van_houten
img467.jpg,kent_brockman
img468.jpg,sideshow_bob
img469.jpg,principal_skinner
img47.jpg,principal_skinner
img470.jpg,principal_skinner
img471.jpg,homer_simpson
img472.jpg,homer_simpson
img473.jpg,sideshow_bob
img474.jpg,milhouse_van_houten
img475.jpg,chief_wiggum
img476.jpg,moe_szyslak
img477.jpg,moe_szyslak
img478.jpg,charles_montgomery_burns
img479.jpg,apu_nahasapeemapetilon
img48.jpg,abraham_grampa_simpson
img480.jpg,milhouse_van_houten
img481.jpg,homer_simpson
img482.jpg,charles_montgomery_burns
img483.jpg,charles_montgomery_burns
img484.jpg,marge_simpson
img485.jpg,principal_skinner
img486.jpg,homer_simpson
img487.jpg,krusty_the_clown
img488.jpg,apu_nahasapeemapetilon
img489.jpg,abraham_grampa_simpson
img49.jpg,moe_szyslak
img490.jpg,lisa_simpson
img491.jpg,apu_nahasapeemapetilon
img492.jpg,lisa_simpson
img493.jpg,principal_skinner
img494.jpg,kent_brockman
img495.jpg,nelson_muntz
img496.jpg,comic_book_guy
img497.jpg,chief_wiggum
img498.jpg,charles_montgomery_burns
img499.jpg,chief_wiggum
img5.jpg,principal_skinner
img50.jpg,lisa_simpson
img500.jpg,abraham_grampa_simpson
img501.jpg,bart_simpson
img502.jpg,ned_flanders
img503.jpg,krusty_the_clown
img504.jpg,homer_simpson
img505.jpg,lisa_simpson
img506.jpg,ned_flanders
img507.jpg,ned_flanders
img508.jpg,apu_nahasapeemapetilon
img509.jpg,principal_skinner
img51.jpg,moe_szyslak
img510.jpg,lisa_simpson
img511.jpg,marge_simpson
img512.jpg,charles_montgomery_burns
img513.jpg,lisa_simpson
img514.jpg,chief_wiggum
img515.jpg,krusty_the_clown
img516.jpg,apu_nahasapeemapetilon
img517.jpg,krusty_the_clown
img518.jpg,apu_nahasapeemapetilon
img519.jpg,milhouse_van_houten
img52.jpg,milhouse_van_houten
img520.jpg,nelson_muntz
img521.jpg,edna_krabappel
img522.jpg,lisa_simpson
img523.jpg,principal_skinner
img524.jpg,lisa_simpson
img525.jpg,abraham_grampa_simpson
img526.jpg,milhouse_van_houten
img527.jpg,chief_wiggum
img528.jpg,apu_nahasapeemapetilon
img529.jpg,charles_montgomery_burns
img53.jpg,krusty_the_clown
img530.jpg,homer_simpson
img531.jpg,moe_szyslak
img532.jpg,ned_flanders
img533.jpg,bart_simpson
img534.jpg,abraham_grampa_simpson
img535.jpg,ned_flanders
img536.jpg,ned_flanders
img537.jpg,chief_wiggum
img538.jpg,abraham_grampa_simpson
img539.jpg,moe_szyslak
img54.jpg,milhouse_van_houten
img540.jpg,ned_flanders
img541.jpg,homer_simpson
img542.jpg,nelson_muntz
img543.jpg,principal_skinner
